item_id_a,item_id_b,protein_name,protein_desc
CID000004205,9606.ENSP00000363136,GPR3,"G-protein coupled receptor 3; Orphan receptor with constitutive G(s) signaling activity that activate cyclic AMP. Has a potential role in modulating a number of brain functions, including behavioral responses to stress (By similarity), amyloid-beta peptide generation in neurons and neurite outgrowth (By similarity). Maintains also meiotic arrest in oocytes (By similarity)."
CID000004205,9606.ENSP00000450310,GPR84,"G-protein coupled receptor 84; Receptor for medium-chain free fatty acid (FFA) with carbon chain lengths of C9 to C14. Capric acid (C10:0), undecanoic acid (C11:0) and lauric acid (C12:0) are the most potent agonists. Not activated by short-chain and long-chain saturated and unsaturated FFAs. Activation by medium-chain free fatty acid is coupled to a pertussis toxin sensitive G(i/o) protein pathway. May have important roles in processes from fatty acid metabolism to regulation of the immune system."
CID000004205,9606.ENSP00000363553,LPAR1,"Lysophosphatidic acid receptor 1; Receptor for lysophosphatidic acid (LPA). Plays a role in the reorganization of the actin cytoskeleton, cell migration, differentiation and proliferation, and thereby contributes to the responses to tissue damage and infectious agents. Activates downstream signaling cascades via the G(i)/G(o), G(12)/G(13), and G(q) families of heteromeric G proteins. Signaling inhibits adenylyl cyclase activity and decreases cellular cAMP levels. Signaling triggers an increase of cytoplasmic Ca(2+) levels. Activates RALA; this leads to the activation of phospholipase C [...] "
CID000004205,9606.ENSP00000434364,SLC6A5,Sodium- and chloride-dependent glycine transporter 2; Sodium- and chloride-dependent glycine transporter. Terminates the action of glycine by its high affinity sodium-dependent reuptake into presynaptic terminals. May be responsible for the termination of neurotransmission at strychnine- sensitive glycinergic synapses.
CID000004205,9606.ENSP00000360538,FFAR4,"Free fatty acid receptor 4; Receptor for medium and long-chain free fatty acids (FFAs). Signals via a G(q)/G(11)-coupled pathway. Acts as a receptor for omega- 3 fatty acids and mediates robust anti-inflammatory effects, particularly in macrophages and fat cells. The anti-inflammatory effects involve inhibition of TAK1 through a beta-arrestin 2 (ARRB2)/TAB1-dependent effect, but independent of the G(q)/G(11)- coupled pathway. Mediates potent insulin sensitizing and antidiabetic effects by repressing macrophage-induced tissue inflammation. May mediate the taste of fatty acids. Mediates  [...] "
CID000004205,9606.ENSP00000346298,SLC6A20,"Sodium- and chloride-dependent transporter XTRP3; Mediates the calcium-dependent uptake of imino acids such as L-proline, N-methyl-L-proline and pipecolate as well as N-methylated amino acids. Involved in the transport of glycine."
CID000004205,9606.ENSP00000292303,CCR5,"C-C chemokine receptor type 5; Receptor for a number of inflammatory CC-chemokines including CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES and subsequently transduces a signal by increasing the intracellular calcium ion level. May play a role in the control of granulocytic lineage proliferation or differentiation."
CID000004205,9606.ENSP00000378548,GPR135,G-protein coupled receptor 135; Orphan receptor. Has spontaneous activity for beta-arrestin recruitment. Shows a reciprocal regulatory interaction with the melatonin receptor MTNR1B most likely through receptor heteromerization.
CID000004205,9606.ENSP00000296140,CCR1,"C-C chemokine receptor type 1; Receptor for a C-C type chemokine. Binds to MIP-1-alpha, MIP- 1-delta, RANTES, and MCP-3 and, less efficiently, to MIP-1-beta or MCP- 1 and subsequently transduces a signal by increasing the intracellular calcium ions level. Responsible for affecting stem cell proliferation."
CID000004205,9606.ENSP00000354859,DRD2,D(2) dopamine receptor; Dopamine receptor whose activity is mediated by G proteins which inhibit adenylyl cyclase; Belongs to the G-protein coupled receptor 1 family.
CID000004205,9606.ENSP00000441600,CCR3,"C-C chemokine receptor type 3; Receptor for C-C type chemokine. Binds and responds to a variety of chemokines, including CCL11, CCL26, CCL7, CCL13, RANTES(CCL5) and CCL15. Subsequently transduces a signal by increasing the intracellular calcium ions level. In addition acts as a possible functional receptor for NARS1."
CID000004205,9606.ENSP00000332659,CCR4,"C-C chemokine receptor type 4; High affinity receptor for the C-C type chemokines CCL17/TARC, CCL22/MDC and CKLF isoform 1/CKLF1. The activity of this receptor is mediated by G(i) proteins which activate a phosphatidylinositol-calcium second messenger system. Can function as a chemoattractant homing receptor on circulating memory lymphocytes and as a coreceptor for some primary HIV-2 isolates. In the CNS, could mediate hippocampal-neuron survival."
CID000004205,9606.ENSP00000372750,CHRM5,"Muscarinic acetylcholine receptor M5; The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is Pi turnover."
CID000004205,9606.ENSP00000409378,CHRM4,"Muscarinic acetylcholine receptor M4; The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is inhibition of adenylate cyclase; Belongs to the G-protein coupled receptor 1 family. Muscarinic acetylcholine receptor subfamily. CHRM4 sub-subfamily."
CID000004205,9606.ENSP00000255380,CHRM3,"Muscarinic acetylcholine receptor M3; The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is Pi turnover."
CID000004205,9606.ENSP00000416996,ACKR2,"Atypical chemokine receptor 2; Atypical chemokine receptor that controls chemokine levels and localization via high-affinity chemokine binding that is uncoupled from classic ligand-driven signal transduction cascades, resulting instead in chemokine sequestration, degradation, or transcytosis. Also known as interceptor (internalizing receptor) or chemokine-scavenging receptor or chemokine decoy receptor. Acts as a receptor for chemokines including CCL2, CCL3, CCL3L1, CCL4, CCL5, CCL7, CCL8, CCL11, CCL13, CCL17, CCL22, CCL23, CCL24, SCYA2/MCP-1, SCY3/MIP-1-alpha, SCYA5/RANTES and SCYA7/M [...] "
CID000004205,9606.ENSP00000386884,CXCR4,"C-X-C chemokine receptor type 4; Receptor for the C-X-C chemokine CXCL12/SDF-1 that transduces a signal by increasing intracellular calcium ion levels and enhancing MAPK1/MAPK3 activation. Involved in the AKT signaling cascade. Plays a role in regulation of cell migration, e.g. during wound healing. Acts as a receptor for extracellular ubiquitin; leading to enhanced intracellular calcium ions and reduced cellular cAMP levels. Binds bacterial lipopolysaccharide (LPS) et mediates LPS-induced inflammatory response, including TNF secretion by monocytes. Involved in hematopoiesis and in car [...] "
CID000004205,9606.ENSP00000323516,UTS2R,Urotensin-2 receptor; High affinity receptor for urotensin-2 and urotensin-2B. The activity of this receptor is mediated by a G-protein that activate a phosphatidylinositol-calcium second messenger system.
CID000004205,9606.ENSP00000384932,GPR12,G-protein coupled receptor 12; Promotes neurite outgrowth and blocks myelin inhibition in neurons (By similarity). Receptor with constitutive G(s) signaling activity that stimulates cyclic AMP production; Belongs to the G-protein coupled receptor 1 family.
CID000004205,9606.ENSP00000239032,PRLHR,"Prolactin-releasing peptide receptor; Receptor for prolactin-releasing peptide (PrRP). Implicated in lactation, regulation of food intake and pain-signal processing; Belongs to the G-protein coupled receptor 1 family."
CID000004205,9606.ENSP00000358783,NPBWR2,"Neuropeptides B/W receptor type 2; Interacts specifically with a number of opioid ligands. Receptor for neuropeptides B and W, which may be involved in neuroendocrine system regulation, food intake and the organization of other signals; Belongs to the G-protein coupled receptor 1 family."
CID000004205,9606.ENSP00000330284,NPBWR1,"Neuropeptides B/W receptor type 1; Interacts specifically with a number of opioid ligands. Receptor for neuropeptides B and W, which may be involved in neuroendocrine system regulation, food intake and the organization of other signals. Has a higher affinity for neuropeptide B."
CID000004205,9606.ENSP00000406986,GPR6,G-protein coupled receptor 6; Orphan receptor with constitutive G(s) signaling activity that activate cyclic AMP. Promotes neurite outgrowth and blocks myelin inhibition in neurons (By similarity).
CID000004205,9606.ENSP00000308908,GPR148,Probable G-protein coupled receptor 148; Orphan receptor.
CID000004205,9606.ENSP00000358945,OPN1MW2,"Medium-wave-sensitive opsin 2; Visual pigments are the light-absorbing molecules that mediate vision. They consist of an apoprotein, opsin, covalently linked to cis-retinal; Belongs to the G-protein coupled receptor 1 family. Opsin subfamily."
CID000004205,9606.ENSP00000307766,HTR1E,"5-hydroxytryptamine receptor 1E; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various alkaloids and psychoactive substances. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity."
CID000004205,9606.ENSP00000359793,PTGFR,Prostaglandin F2-alpha receptor; Receptor for prostaglandin F2-alpha (PGF2-alpha). The activity of this receptor is mediated by G proteins which activate a phosphatidylinositol-calcium second messenger system. Initiates luteolysis in the corpus luteum (By similarity). Isoforms 2 to 7 do not bind PGF2-alpha but are proposed to modulate signaling by participating in variant receptor complexes; heterodimers between isoform 1 and isoform 5 are proposed to be a receptor for prostamides including the synthetic analog bimatoprost.
CID000004205,9606.ENSP00000380008,LTB4R,"Leukotriene B4 receptor 1; Receptor for extracellular ATP > UTP and ADP. The activity of this receptor is mediated by G proteins which activate a phosphatidylinositol-calcium second messenger system. May be the cardiac P2Y receptor involved in the regulation of cardiac muscle contraction through modulation of L-type calcium currents. Is a receptor for leukotriene B4, a potent chemoattractant involved in inflammation and immune response; Belongs to the G-protein coupled receptor 1 family."
CID000004205,9606.ENSP00000329684,GALR2,Galanin receptor type 2; Receptor for the hormone galanin and GALP. Receptor for the hormone spexin-1. The activity of this receptor is mediated by G proteins that activate the phospholipase C/protein kinase C pathway (via G(q)) and that inhibit adenylyl cyclase (via G(i)).
